conversation_hash,category,annotator_hw,hw_flag,pasted_turns,evidence,reasoning,raw_last_line,prompt_tokens,completion_tokens,cached_tokens
8e78d173545c9430e977cc12dc08530d,A,1,1,"[4, 6]",starter code / courseware: “if(vertical):         # Write your code here              if(horizonat” | pdf / latex paste artifacts: “u have a quadratic polynomial $ax^2 + bx + c$ represented as using the”,strong=['starter code / courseware'] medium=['pdf / latex paste artifacts'],,0,0,0
8e9c09838e6ae2570bc1f05d5713fe61,C,0,0,[],,no signals,,0,0,0
8ed0f65150d1e8303306da1d58ddb756,C,0,0,[],,no signals,,0,0,0
8ff3c19e482c11ef7c683973f452f9d4,C,0,0,[],,no signals,,0,0,0
905f203a724fbabf639c732f58a3f2f5,C,0,0,[],,no signals,,0,0,0
91aeb5d11c2127a47ea5c9590f0fbd65,C,0,0,[],,no signals,,0,0,0
91af47399fc5519f5eb8d330b9d0b2ff,C,0,0,[],,no signals,,0,0,0
929f1b3106c0cbc1440f9d81626f8171,C,0,0,[],,no signals,,0,0,0
92a04dfe54d5b13f80d9815cc5b01ead,C,0,0,[],,no signals,,0,0,0
92f98d6464a3f6abfee177ac4b109368,C,0,0,[],,no signals,,0,0,0
9326c889c5fdba59496563186024b7bd,C,0,0,[],,no signals,,0,0,0
93bec7018b4953dec816686d5a3353ba,A,1,1,"[1, 2]",required/compute prompt: “00. Write a Python program to calculate the income tax. 1) Ask the use” | pdf / latex paste artifacts: “oden birdhouse that sells for $40 per unit. Variable expenses are $20.”,"strong=[] medium=['required/compute prompt', 'pdf / latex paste artifacts']",,0,0,0
95973015f88c20505f517ec9aaee1b27,C,0,0,[],,no signals,,0,0,0
95fd17ceed0b0ce4cca82950f561bfb4,C,0,0,[],,no signals,,0,0,0
9869bbcb304b9080c1421da6ea0020ad,C,0,0,[],,no signals,,0,0,0
9ac3262082a870e089b976ba2127fcc8,C,0,0,[],,no signals,,0,0,0
9adf0c63d5f6f3225a14fcba5a86612d,C,0,0,[],,no signals,,0,0,0
9bb27a3829feebc0e6e25b4408251907,C,0,0,[],,no signals,,0,0,0
9bc4a0d5aad2299d268831de41ec5611,C,0,0,[],,no signals,,0,0,0
9c1b86aa14b95ba3c4226c2c0c1de8ab,C,0,0,[],,no signals,,0,0,0
9d1a4fce1c4bc659cd5fcb522f1dd56e,A,1,1,"[3, 4, 5]","student persona: “largest prime factor of your student number.  (2)	What is the ServerKe” | submission logistics: “steps.           Note: Please submit your codes, computation results, ” | pdf / latex paste artifacts: “and your website as shown in Figure 5.         In the certificate of y” | instructor persona / directive: “re channel. In this question, you are required to implement the Diffie”","strong=['student persona', 'submission logistics'] medium=['pdf / latex paste artifacts', 'instructor persona / directive']",,0,0,0
9e8478e03e0f37b3498848f969489f04,A,0,1,[1],"LMS / quiz artifacts: “s = 1.99 ​(1000 ​cells/ μ​L). Question content area bottom Part 1 df =” | numbered question/task: “Question content area bottom Part 1 df = enter your response here ​(Ty” | given-data problem: “Use the given information to find the number of degrees of​ freedom, t”","strong=['LMS / quiz artifacts'] medium=['numbered question/task', 'given-data problem']",,0,0,0
9f273d3d9daa10fb46a60d34200c9c53,C,1,1,[],,no signals,,0,0,0
9fcfe44216cfece298b200b44c234ec5,C,0,0,[],,no signals,,0,0,0
a03f3096a1d233aa568e2b58b2ac22bf,C,0,0,[],,no signals,,0,0,0
a0eeffa8dbf0466232655e61d6e9a142,C,0,0,[],pdf / latex paste artifacts: “d both ℎ  m high (as shown in Figure 1 below).  Image showing two stre”,strong=[] medium=['pdf / latex paste artifacts'],,0,0,0
a10e1fdb2ef3efcb518791a8e05aeb3b,C,0,0,[],,no signals,,0,0,0
a11b1bd8857c1ed89d143a64686d0e3b,C,1,1,[],,no signals,,0,0,0
a1808c25cc4c8bce9aafd3407eef04fc,C,0,0,[],,no signals,,0,0,0
a181d567a9da75cb821f19fbb34f607b,C,0,0,[],required/compute prompt: “Question: When Suzy the librarian sat at her desk”,strong=[] medium=['required/compute prompt'],,0,0,0
a2317821589c00dfdd9aca75b07023b3,C,0,0,[],,no signals,,0,0,0
a2e621324e724bf2685befdc226cbe73,C,0,0,[],,no signals,,0,0,0
a386c132e0293f2c8b7411587311cdd1,C,0,0,[],,no signals,,0,0,0
a4442250f7e72d05bdd92d897f34c255,C,0,0,[],,no signals,,0,0,0
a482471f8724c803cb33144f7764e74d,C,0,0,[],"numbered question/task: “it the audio into parts every part 10 seconds, give me the python scri”",strong=[] medium=['numbered question/task'],,0,0,0
a4e93efce7cae7b41fc2bfa36452ecfa,A,1,1,[4],LMS / quiz artifacts: “u should finish this question within 5 minutes) O a. mean = 18 and sta”,strong=['LMS / quiz artifacts'] medium=[],,0,0,0
a5bec537d390956972d94d29ff96f417,C,0,0,[],course code: “MSL120”,strong=[] medium=['course code'],,0,0,0
a5d93e941ed46438d2d4d2b73588d65e,C,0,0,[],,no signals,,0,0,0
a63b7242b9b2f93b8af8493a1e18ee20,A,1,1,[1],numbered question/task: “TASK 1. Calculate the number of arithmetic oper” | pdf / latex paste artifacts: “to solve a tridiagonal system 𝑇𝒙 = 𝒇 of size 𝑛 using the Thomas algori”,"strong=[] medium=['numbered question/task', 'pdf / latex paste artifacts']",,0,0,0
a6eae8c4bdb22fdc7365aaff433da74c,A,1,1,[1],"marks/points: “(e.g., 0.0012345 and 1.2345), (6 %) a) Find mean, median, standard dev”",strong=['marks/points'] medium=[],,0,0,0
a7a76e561d60b6078d2cd3950a288a26,C,0,0,[],,no signals,,0,0,0
a83ad412f49867f3a915e06ffd9d56c5,C,0,0,[],,no signals,,0,0,0
a85b596d6a16ba58a0602fdf2f017aeb,A,1,1,[1],marks/points: “itions. ensure you follow the mark scheme to achieve highest marks. en” | homework self-report: “and cannot be detected by an AI detector. ensure all work is free from” | given-data problem: “r any of the positions in the given list have reached the top of the g”,"strong=['marks/points', 'homework self-report'] medium=['given-data problem']",,0,0,0
a866628e443a57f30535fdf6317b4f20,C,0,0,[],,no signals,,0,0,0
a87ff7e8a9e2fe48aac998fe20163c5c,C,0,0,[],pdf / latex paste artifacts: “tly please if I bought BCH at $200 and sold it at $215 how many percen”,strong=[] medium=['pdf / latex paste artifacts'],,0,0,0
a94d28fde56e45250c95a06d0efe3a93,C,0,0,[],numbered question/task: “rgen in scratch.mit.edu (next step 1)”,strong=[] medium=['numbered question/task'],,0,0,0
aa493713f0e3337141b1c2303f528431,C,0,0,[],,no signals,,0,0,0
aa78355c0e9b6b4b02cff8442f8f2cff,C,0,0,[],,no signals,,0,0,0
ab4c1c5d7f600f761a8010fb4cdc14f2,A,1,1,[2],"marks/points: “the car using a   controller. (25 points)          Steps          1. G” | homework self-report: “ints)     - In the context of this assignment, reasonable implies that” | submission logistics: “and   configuration. ****  **Deliverable → The car must be able to fol” | numbered question/task: “ROS/catkin home directory.  **Task 1 → PID Controller **     1. Plot t”","strong=['marks/points', 'homework self-report', 'submission logistics'] medium=['numbered question/task']",,0,0,0
ad55126cb9fc72b270ab25836500150c,C,0,0,[],,no signals,,0,0,0
af3bfd7c99cde2a3ad46f75c23940317,C,0,0,[],,no signals,,0,0,0
b0a286217d4a144b0ce2d88327c58e64,A,1,1,[1],"homework self-report: “summarizing your findings of the assignment” | submission logistics: “h your analysis consisting of at least 200 words by summarizing your f” | instructor persona / directive: “arch,  print its statistics 2.You are required to implement DDQN on th”","strong=['homework self-report', 'submission logistics'] medium=['instructor persona / directive']",,0,0,0
b10a2e2f31531761ebedd101ebe8cac3,C,0,0,[],,no signals,,0,0,0
b19cd356a406565310f99bb7afd1a724,C,0,0,[],,no signals,,0,0,0
b20a751bd578f1af00e4464eb577ceec,C,0,0,[],,no signals,,0,0,0
b20c379cd9681ab0a4239fd85743bafc,C,0,0,[],,no signals,,0,0,0
b252a031a3845d05a35827bdb5666716,C,1,1,[],,no signals,,0,0,0
b2b5ae17c94c56d33fea4ca83ada7582,C,0,0,[],,no signals,,0,0,0
b2c96d2bf8383a380bf847629653b258,C,0,0,[],,no signals,,0,0,0
b33390402a18cf328b2cc902539a1812,C,0,0,[],numbered question/task: “iques and Genetic Algorithms  Step 1: Data extraction and preprocessin”,strong=[] medium=['numbered question/task'],,0,0,0
b341eb970c04b5cceac40403cff1a7e5,C,0,0,[],,no signals,,0,0,0
b4792e54dce80cf4b6d208d14d8f1abd,C,0,0,[],multiple choice: “2 update the algo so it gives correct answer”,strong=[] medium=['multiple choice'],,0,0,0
b4ee5f12f962e3a546e329620584a72e,A,1,1,"[1, 9, 10, 11, 12, 13]",submission logistics: “L skills it helps you develop (200 words)” | numbered question/task: “Q1- What does CAD stand for?- Give an exam”,strong=['submission logistics'] medium=['numbered question/task'],,0,0,0
b538d5b784921d91fe4ce68ddf966d71,C,0,0,[],,no signals,,0,0,0
b54562b6265c20e5585fb02be6f6901e,C,0,0,[],,no signals,,0,0,0
b5842570f613c52db20777619e6e1ca9,C,0,0,[],,no signals,,0,0,0
b584731f3417de0bb391bbc80557ba3e,C,0,0,[],multiple choice: “ubmissions afterward with the correct answer will receive an invite 🪐 ”,strong=[] medium=['multiple choice'],,0,0,0
b669ae4e4278abd5167099c6daa8d8c6,C,0,0,[],,no signals,,0,0,0
b7832ba410b7200d18422dcfa5c716ef,C,0,0,[],,no signals,,0,0,0
b7d769ff1f8f5765de32cad140af7154,C,0,0,[],,no signals,,0,0,0
b8f05835ec7a336aa1a064855d17facc,C,1,1,[],,no signals,,0,0,0
b923eb2e58b1b3360c0c74d4face6c9a,C,0,0,[],,no signals,,0,0,0
b934aca676fe97667eab78208d07d297,A,1,1,"[1, 4]","LMS / quiz artifacts: “onversion costs for the month?  A. $4.38  B. $4.42  C. $4.52” | multiple choice: “onversion costs for the month?  A. $4.38  B. $4.42  C. $4.52” | required/compute prompt: “,275 Conversion cost	$ 344,375   Required: 1. Compute the equivalent u”","strong=['LMS / quiz artifacts'] medium=['multiple choice', 'required/compute prompt']",,0,0,0
b9411c26e2050f18f144329ea61b58b5,C,0,0,[],,no signals,,0,0,0
b9da393c4bbf15fc17824ca5f84be911,C,0,0,[],,no signals,,0,0,0
ba44d2e0c47c26a70e5a557934189567,C,0,0,[],,no signals,,0,0,0
bbbae0f9a20cae245bbbc7f99954daf4,C,0,0,[],,no signals,,0,0,0
bbd23700fb46e4452ec3d704bb5b4668,C,0,0,[],,no signals,,0,0,0
bce48f3a5d81ae3f0e6463743aab1569,C,0,0,[],,no signals,,0,0,0
bd2c5a80bd09879988dc0a5c1f27a82a,C,0,0,[],,no signals,,0,0,0
bd4e5e60dc5c721c020cb7cca51fe142,C,0,0,[],,no signals,,0,0,0
bdd9e717c5c8ebb178dfa483fb9c5ee3,C,0,0,[],,no signals,,0,0,0
beac5b9b900be906a71d3aea471fa58d,C,0,0,[],,no signals,,0,0,0
bfcd67dab186a037d04e320baef4ef25,C,0,0,[],,no signals,,0,0,0
c0a2d46ae283bc9d472378ef4295dd08,C,0,0,[],,no signals,,0,0,0
c1b2ad6319de4fcea91dfcd618639b3d,C,0,0,[],,no signals,,0,0,0
c1c0a59d0196cd69cd9dd047c7f5f38f,C,0,0,[],course code: “FAT451”,strong=[] medium=['course code'],,0,0,0
c2ca287bc5e307ce15372eea9750ff6f,C,0,0,[],,no signals,,0,0,0
c44f4aef59bdab5876c2135b068b0bf0,C,0,0,[],,no signals,,0,0,0
c5ecc44c7b0cfd50ca351293766cf079,C,0,0,[],,no signals,,0,0,0
c5ed169d8a02ff65c40088f9ff57946e,C,0,0,[],,no signals,,0,0,0
c78fd93eb4d78f30bf146891ec5131c3,C,0,0,[],,no signals,,0,0,0
c9a810e860af5a4add42c33afea31f63,C,0,0,[],,no signals,,0,0,0
cafa1c14739e1d9e4375dc0070ee7059,A,1,1,"[2, 3, 4]","starter code / courseware: “Fill in the blanks to output the first 3 characters of the” | homework self-report: “No one likes homework, but your math teacher has given you an”","strong=['starter code / courseware', 'homework self-report'] medium=[]",,0,0,0
cb0e2645d8e05422741f8af285502bd3,C,1,1,[],,no signals,,0,0,0
cbc0f1ea44e8fe69f5eef83aa865aee2,C,0,0,[],,no signals,,0,0,0
cc643adae338d68ba636de902df1f048,C,0,0,[],,no signals,,0,0,0
cc9249c962c577570424788688c5fcec,C,0,0,[],,no signals,,0,0,0
cd7faf68af0022057ec6a8e7fec8b8d7,C,0,0,[],,no signals,,0,0,0
ce6fca221bb9c2c46854e3de5bb5e152,C,0,0,[],,no signals,,0,0,0
ced881a2570b99c4e92c2b5c1e60845c,C,0,0,[],,no signals,,0,0,0
cf76b95d537c3ea5d69cf1457958da7a,A,1,1,"[2, 6]",pdf / latex paste artifacts: “Solve the system {−𝟒𝒙+𝟖𝒚+𝒛−𝟐𝒕=𝟏𝟔       𝟑𝒙−𝟐𝒚+𝟗𝒛+𝟐𝒕=−𝟑      𝟕𝒙” | numbered question/task: “Question 3)i)(15 p)Use the Romberg’s rule to evalua”,"strong=[] medium=['pdf / latex paste artifacts', 'numbered question/task']",,0,0,0
d0551cf2b84de900620f257a8b2b1e10,C,0,0,[],,no signals,,0,0,0
d275255199181c1841b073cabb3d7186,C,0,0,[],,no signals,,0,0,0
d2f84f316ad528b33208620e3f463fb7,A,1,1,"[1, 4, 5, 6, 9, 13, 15, 17, 18, 19, 20, 21, 22, 23]",LMS / quiz artifacts: “Which of the following are correct answer(s) to calling the constructo” | multiple choice: “Which of the following are correct answer(s) to calling the co”,strong=['LMS / quiz artifacts'] medium=['multiple choice'],,0,0,0
d349228e9fac01c04e2f9d032f1d55ed,C,0,0,[],,no signals,,0,0,0
d39b68af2a6d7415998624b28add358e,C,0,0,[],,no signals,,0,0,0
d43c8123844cf256b917d341653bc16d,C,0,0,[],,no signals,,0,0,0
d45df448a0cf3fe8dee71ca804c52d3a,C,0,0,[],,no signals,,0,0,0
d4b89fbbb20715bcd934317396b393cd,C,0,0,[],,no signals,,0,0,0
d4d4b4bb8af8d29423e31882aab67255,C,0,0,[],,no signals,,0,0,0
d682bddad0d6ecbd880d607503c32db9,C,0,0,[],,no signals,,0,0,0
d689a9d087527ed7cfff0065d4ae5f40,C,1,1,[],,no signals,,0,0,0
d7bea0467015741a54284db2317083e7,C,0,0,[],,no signals,,0,0,0
d859c14d1dc869c53aadfda0d08da297,C,0,0,[],,no signals,,0,0,0
d98f675422b29f4e244579aa5b1617b7,C,0,0,[],,no signals,,0,0,0
da16cbc3505cd2856556368ed426a4f2,C,0,0,[],,no signals,,0,0,0
daade698672ccc1c55251718050bf836,C,0,0,[],,no signals,,0,0,0
dabd5906e6085b30637a43783ccdfaea,C,0,0,[],numbered question/task: “thank you! I got another question I want to replace the home launcher ”,strong=[] medium=['numbered question/task'],,0,0,0
dbf508151722875698dd8016d050937d,C,0,0,[],,no signals,,0,0,0
dc2485eabe8abbb71d8c9992c84811de,C,0,0,[],,no signals,,0,0,0
dd386f38416a4ac94146ff99e4286878,C,0,0,[],,no signals,,0,0,0
de61daf60acffbfd44d0cdde47e0fe66,C,0,0,[],,no signals,,0,0,0
de850da188652fe49b5096f0836a3598,C,0,0,[],,no signals,,0,0,0
dec7c52c34d56c7229b5d9ff107ae12d,C,0,0,[],,no signals,,0,0,0
df0f16f89a0dc36a4533cbffea72f89e,C,0,0,[],,no signals,,0,0,0
dfe817ffa4e873c3592e97e9a3e7f55e,C,0,0,[],,no signals,,0,0,0
dfe81e9b71869665018e91d36a33e12c,C,0,0,[],,no signals,,0,0,0
e0afd19d761ecb8ffb926aef4507ca9e,C,0,0,[],,no signals,,0,0,0
e1a85976357737a69806f92abcf7645a,C,0,0,[],,no signals,,0,0,0
e1bda8f2a7aaf0372048bcb898520b6a,C,0,0,[],,no signals,,0,0,0
e2a7021238a7d4ad17410556d4387ee4,C,0,0,[],,no signals,,0,0,0
e2af1f8638e3e6ad2f1fac26d0698e09,C,0,0,[],,no signals,,0,0,0
e2d19b2c90141c19eb97c19d393d2f87,C,0,0,[],,no signals,,0,0,0
e3f0191e8668941f36d26e89f6060ba8,C,0,0,[],,no signals,,0,0,0
e59bd8f0fc4497d7547efdcc4152fef5,C,1,1,[],,no signals,,0,0,0
e5cdff8e096ee17fda6cec2320709052,C,0,0,[],,no signals,,0,0,0
e6463a0ce4d2fcb4ae2391b39a046045,C,0,0,[],,no signals,,0,0,0
e6ce8c92e6c84e92ce13ef0839556246,C,0,0,[],,no signals,,0,0,0
e753a2ba086ebb00148ce5e515db4aa4,C,0,0,[],,no signals,,0,0,0
e756a1b8fd5b43df5bdf6fc822624593,C,0,0,[],pdf / latex paste artifacts: “when {     $p isa person;     $s (student: $p) isa studentship;     $s”,strong=[] medium=['pdf / latex paste artifacts'],,0,0,0
e77bd6cda8345850a5f54720cbad2d74,C,1,1,[],,no signals,,0,0,0
e7c2349e28c006495bbc00e1de514c92,C,0,0,[],multiple choice: “ubmissions afterward with the correct answer will receive an invite 🪐 ”,strong=[] medium=['multiple choice'],,0,0,0
ea5c438427c1ea28f9b25f7b2b12a1c8,C,0,0,[],,no signals,,0,0,0
ea830a54eb72306b2f68e70a4411764c,C,0,0,[],,no signals,,0,0,0
eab774a84a96d077d069bb67720639b9,C,0,0,[],,no signals,,0,0,0
eb308f3145cf720e657bc63f2c64e1d2,C,0,0,[],,no signals,,0,0,0
eb52f70168fa5499f1c6ef1d8b31d86c,C,0,0,[],,no signals,,0,0,0
ec3b3654ada7801fcde1830ab951c02c,C,0,0,[],,no signals,,0,0,0
ec9ec3cf14894e889ec851eab76a27df,A,0,1,[7],submission logistics: “all your new function! Click  Submit to share your work! sprite.set_sp”,strong=['submission logistics'] medium=[],,0,0,0
ecf2783ee56249828750c5f3e57108d7,C,0,0,[],,no signals,,0,0,0
edaad7e19f737c20f12069fa54763437,C,0,0,[],,no signals,,0,0,0
edec19b2d18ce0ea2220744bd2f7a676,C,0,0,[],,no signals,,0,0,0
ee3e61d76b2195bd1fe14295c97250c9,C,0,0,[],,no signals,,0,0,0
eea19ecc2b3ee2fb6d308b2f5a0edd99,A,1,1,[5],marks/points: “well as key figures/data. 1) (5 points) RCP4.5 Assume that the total e”,strong=['marks/points'] medium=[],,0,0,0
eea540cdc26621fd9f134b9e0cea9f13,C,1,1,[],,no signals,,0,0,0
f0aaa97938fdc477cfd6939bb3d9d5bc,C,0,0,[],,no signals,,0,0,0
f0c8aeb6ee32acd59306080030cebb6e,C,0,0,[],,no signals,,0,0,0
f0d1da283163cff4092821745cfe9358,C,0,0,[],,no signals,,0,0,0
f0ea11bfac4f8da1b9df4ad04fdd8bb5,C,0,0,[],,no signals,,0,0,0
f136c95fdc69fa80423f10e3ddd05890,C,0,0,[],,no signals,,0,0,0
f1c386e640c28e2fa58809b9fdb20ca9,C,0,0,[],,no signals,,0,0,0
f1c762d64e5683aea9c64f0e1f0ad186,C,0,0,[],,no signals,,0,0,0
f1f229a4793411d7cbab34c48055d225,C,0,0,[],,no signals,,0,0,0
f21cfe640f84f395deddfb8e66081a5b,C,0,0,[],,no signals,,0,0,0
f29b358ae3c644ad75eed9b49efebcb7,C,0,0,[],,no signals,,0,0,0
f568490438a75134d14319043919fa56,C,0,0,[],,no signals,,0,0,0
f62d00509d5b86e92a2e689eab930b58,C,0,0,[],,no signals,,0,0,0
f66b56ff98bd2154270f58ac5e2d6add,A,1,1,[1],lettered sub-parts: “viation and expected return. 1 c) Using the Two-Fund separation theore” | multiple choice: “viation and expected return. 1 c) Using the Two-Fund separation theore”,"strong=[] medium=['lettered sub-parts', 'multiple choice']",,0,0,0
f6822bb4b807f220dd6218e79f870889,C,0,0,[],,no signals,,0,0,0
f683cd7e27eecfa95dc98fa5ae3985a6,C,0,0,[],,no signals,,0,0,0
f6aff3fadcd7922d6f4a9f03e5bd7010,C,0,0,[],,no signals,,0,0,0
f86622f2ea7b75d85b4d99b556613103,C,0,0,[],,no signals,,0,0,0
f8be5b8850060dde8b366e57cb9d2037,C,0,0,[],,no signals,,0,0,0
f91a43fea636f8689194df9f3aa87270,C,1,1,[],,no signals,,0,0,0
f926e4e52bc25442cc0f331ada660856,C,1,1,[],,no signals,,0,0,0
fa18748ecbacd33c9e7fc7f28fbef2e6,C,0,0,[],,no signals,,0,0,0
fa73e153a079aacad8244c60727ad305,C,0,0,[],,no signals,,0,0,0
fa9604119d2ab63ade84dc3096939188,C,0,0,[],,no signals,,0,0,0
faadeef0698a7e7145f5d0330fadf965,C,0,0,[],multiple choice: “I software will highlight the correct answer.”,strong=[] medium=['multiple choice'],,0,0,0
fabee19813adab4e085b913f89851f99,C,0,0,[],,no signals,,0,0,0
fb43d08a61fdf0de897a285551fdc4c8,A,0,1,[4],LMS URL: “https://edu.usma.ru/mod/quiz”,strong=['LMS URL'] medium=[],,0,0,0
fb9a0c5087b5857390d5069839d54e42,C,0,0,[],,no signals,,0,0,0
fbb4383cc3cda44262c5751d4525c8b8,A,1,1,"[1, 2, 3, 4]","submission logistics: “A freelancer works on jobs submitted by two different companies. Let's” | teaching context: “ed on day 5? b) If in a given week 4 days were busy, calculate the pro” | LMS / quiz artifacts: “0.4; P(N=2) = 0.2; P(N=3)=0.2 a) What is the probability that this boo” | lettered sub-parts: “kly delivery of 47000 gallons. (a) Find the probability that, after 11” | multiple choice: “kly delivery of 47000 gallons. (a) Find the probability that, after 11” | numbered question/task: “Step 1 - Create the Region Table Tasks Loop ove”","strong=['submission logistics', 'teaching context', 'LMS / quiz artifacts'] medium=['lettered sub-parts', 'multiple choice', 'numbered question/task']",,0,0,0
fc2e51d0cb8f520eb5f4e21606b2bce8,C,0,0,[],,no signals,,0,0,0
fd29888d1229b2c0a2281788afc8b300,C,0,0,[],,no signals,,0,0,0
fd956cb72159534bdfbcaf812cf2036c,C,0,0,[],,no signals,,0,0,0
fddf6037276caa999c3e4f154aff60e5,C,0,0,[],,no signals,,0,0,0
fe82c74a161575f2a278863df75e4e6f,C,0,0,[],,no signals,,0,0,0
feaafdcfa0cf1f1683f18ef560d29267,C,0,0,[],,no signals,,0,0,0
feda84e041f43e855e7ec252320f358c,C,0,0,[],numbered question/task: “Step 1) Use K-means Clustering for Outlier Remo”,strong=[] medium=['numbered question/task'],,0,0,0
ff06c93b6fc5d7184f226c4ae3be4d36,C,0,0,[],,no signals,,0,0,0
ff54d527941a6a160a67e2b6caf31d01,C,0,0,[],,no signals,,0,0,0
ff725fa9b02adbf8b2637367b551afb0,C,0,0,[],,no signals,,0,0,0
ff90339a4840f473a579a7f1c513d0ac,C,0,0,[],,no signals,,0,0,0
ff98a3c0f644262612c34a86f1f1333a,C,0,0,[],,no signals,,0,0,0
ffb25c94efe618631a723d55464dc682,C,0,0,[],,no signals,,0,0,0
fffbc6f81a40b9274f8ba6dde6861936,C,0,0,[],,no signals,,0,0,0
